relpath,dataset_source,class,duplicate_of,pixel_hash
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_35.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_35.jpg,f347877d425636b9df939fc82e76008839ff35ea9952512bef5e35dd25742726
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_36.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_36.jpg,829915a1f2027f4fa4c63c5cb654bee2f623433bff4e63ac54c261cd848fbb85
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_37.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_37.jpg,d0d4f0d1cb096d45e8da3560a383514db5485e8ec0c37803caf34719fae3e365
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_38.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_38.jpg,332fda6673c3fc48d9e4941ee369b5292ec7e5a2085223b20050042aecd25633
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_39.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_39.jpg,0a60fac2a307aad93307f2993d0beb698a040e1fcf737d9a30e067333e065e06
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_4.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_4.jpg,45f580f0713555373dab3cdebdffc48cd2ccd8275517ce6684c3b72362c4bc02
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_40.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_40.jpg,25a767c08c521030018d3e88ecce2167cc3cd11d4539bd542ba6b34b697fa205
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_41.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_41.jpg,251f7436fd6d6fcede440d66bf1e34b2b4afff9ee8fa775425e23d6481a653cb
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_42.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_42.jpg,3cf9266a3c1d7a1580f1c173d593114080b8f1695b95d49ef7de5442f7b494fe
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_43.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_43.jpg,8e3203d500329c0849bd4e2839203e2c64e1c3d39d9ef83a6eea1942712322e4
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_44.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_44.jpg,d4cf85c4f7d4a650cb6c9a4892988388e20d8a6ff318edebfcab1f922e0d981a
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_45.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_45.jpg,3749deafa8190366d3ae10cab6a8a29db8be769cac84f3e42c67a0f86ec21b1c
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_46.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_46.jpg,a01784234707b26f0639269e5d5b7aa09e95981b1676d3ab04ade2f203458e89
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_47.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_47.jpg,ed592cd88db4a290ed7139372911da459f41a44671147418dcdc2b7caaaccdfa
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_48.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_48.jpg,15b6bd492de72377ff4c457b0a67ac2aceb3ac32451534b4eb89d86c211404e5
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_49.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_49.jpg,c361eec7ce740295a5ab1120e23e273e8c98d6b6dd51b9b1588b0ad816614e6a
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_5.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_5.jpg,0102dce031f58bd35cc0730d4a661cebfe0c3a65acf8d123a79c18f167127004
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_50.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_50.jpg,a1e089b8644459da166821f695bd6ca1d28b3fa1246bd09792f93a5acb26e3dc
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_51.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_51.jpg,5b306e4adb49feca2c3f7eff26c37b291b0813615fde03702c1c4935de601b04
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_52.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_52.jpg,14c50df688b29f25f247db172186fde30f65742ff4487423cd2f7ec671d5f6f6
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_53.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_53.jpg,cfc88c2058b007aac06f467e5f971361d16daccd406813a8953015526b4aaa66
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_54.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_54.jpg,f02784e28f405825adcb45f30d05e3ba490539cb5a4af19caf23cbeb3b0bfc4d
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_55.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_55.jpg,14208b7a39eef938a50750a84afea6d65838d95cf2e2be114d9ceed04075892d
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_56.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_56.jpg,f8c2c2263f099b674e81d996f53fa0a8bfb46d9572e6ac097c02b2f232d22039
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_57.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_57.jpg,e587b874ef8df0345b033af9a17810f790311b7d1b6165ed3e71f38d36f09408
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_58.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_58.jpg,79d10dcb5b0340f853d37dec4c8bf4e65fcd5f23e3d37c41a49c579e3819fc18
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_59.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_59.jpg,fa5cc9635a5ade66aa9738e0567aeba094a2fcca94523e56f5ff7edddc9221d6
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_6.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_7.jpg,4a7c0b042647904eb2e91b63cf28c98bca10cae8ef1720c4446e867db84eaa1e
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_60.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_60.jpg,d70c8849f652e9178865b76fea4a6381886a90cff29c5b6648306a5d6f98d253
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_61.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_61.jpg,70a323172d1c6c9d7b9d64deb7b57f47b118b42238ea917c16c0082ac5b49f9f
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_62.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_62.jpg,4b1e21a75019cd2166d686543168a3ea3fbda38cd9a0d6d40783979734d1ad7b
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_63.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_63.jpg,80ec3bdc1dd8b5d3eeaafa32f82e03c4aab6bd6279aa9f923445100a82c2bf17
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_64.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_64.jpg,693c09830a551541c845bbf9e08bd01f7c32dba6387d3123798bbda2b30d41f1
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_65.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_65.jpg,8aca3463d422f857de8cc3051a2d393fd4b4e703e5e3b51d277b321169f23a1a
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_66.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_66.jpg,84f4621c6469a55b3b85465d834771555af57cf90a0e395434050c9deb12d593
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_67.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_67.jpg,d14abe662c5632c43a9cf4852f1b2f1078ce413feb8214ff4633368a58667e7b
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_68.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_68.jpg,0519a451cca85b0d0824fefa48f6a88bbd4d38a0bfb454326c1e764a001eebd9
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_69.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_69.jpg,552018d3c405e3ad930932646e1bf2a38fe92a57a08806a9d3ccf16fb4eecc92
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_7.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_7.jpg,fd155610d0ec8275f7ca6ad2eb66b2934208956839cc2fc79de501bd039c0378
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_70.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_70.jpg,5f06f710f81b7a81577204501b83325ef283ebead927a6a3a2bd0f70c33e7ff9
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_71.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_71.jpg,0e4904e9e93b11540108d2c7ce0f5d6532b989a8471eca8ba4458ff41e3fbe20
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_72.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_72.jpg,c86b8a53f83286803c13462436eb1e8592fe443d58a202ccbaa9d612d352074d
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_73.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_73.jpg,deef75a751fca08b3cee591f6afe24c1d676007bb4088968e25a0b1f5f9e95c1
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_74.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_74.jpg,910a63f9063173f9ef219c52d4b33dcdcfba26375df68db1ef20bd9b07d7a758
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_75.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_75.jpg,77b0ba9e946787c3ee186ca6064dc742ed026ecd54ad30f0003049eea8818821
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_76.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_76.jpg,15c11ff7601445f4636b120cf7f6d3580b52ebd6e9fe8e37bf4291de25ff26f0
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_77.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_77.jpg,95b51c83e6716f5791c9548030c0f527b4162c3a3b2381bf03460a5d32e482ab
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_78.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_78.jpg,901e8803c84ed6e44127924389e2acf53f702ba7f63b2cd26c6562001b4b0c7c
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_79.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_79.jpg,b5b4046e7366e45567d5facc0078397e6e1499b6e5a10631e228ccb3a291169e
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_8.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_8.jpg,6bd64c2a61d6cd360b1311d7dc5f8a5974989560d8259501ed195e69ec142c72
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_80.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_80.jpg,701a07631e672b7c506fc13da03b0599d0518f273041d006102846abcea5a704
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_81.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_81.jpg,fcde4d7b93a5f4c0e63922db562fa7d26147c639a9087ee87cb985933c8fe152
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_82.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_82.jpg,cd18741abebc7580f20f586caaffa57f3d0a1e30f148650287d043b48e884e8e
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_83.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_83.jpg,e748cde296a837b0a665f2844dbfe787bf810455e165e94b3fcfaded6c2f4ee5
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_84.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_84.jpg,1a8f9108edd0d7b1f666db21fa62f5b6e862d1405531d480a4ed037e00018f05
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_85.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_85.jpg,497a9636deecccfd62871d726ddce777283e284a3f9178b4ec76cc6b9fe7ee39
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_86.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_86.jpg,0a8da283ca02221757fac48ba455e3843cb67eaf849403cfb5b8ce0c6eacbc0e
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_87.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_87.jpg,5099a6ddf93b1394bbb07054df273c74aa605ab02ec06429d1a0848381ebe564
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_88.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_158.jpg,1c70f3ed4b48e97a52fcfbcffc5da47ff45c73b988ec0d262fc8c985270d008a
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_89.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_89.jpg,5a37465b303fac5f984964e513ba0bc9fd6d8f377e17f3612cb647db583084b8
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_9.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_9.jpg,c9a46297d650b297b8adf9031e2fe243c5514d4ec6a5e2e4257c58b6786c2c67
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_90.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_87.jpg,5099a6ddf93b1394bbb07054df273c74aa605ab02ec06429d1a0848381ebe564
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_91.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_91.jpg,cef411b6f0527d21876fe88273060731c63a9c259ed3c3158ed0c704e2e214c3
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_92.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_92.jpg,f4872bc9870c6a837378288514a15156389e99f0a3e91743ffd7278b1e28279f
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_93.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_116.jpg,b6921a510b4f04c0ba7785a83a2a2ccd2fca45d6640c1173e2dc400db595f839
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_94.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_94.jpg,773d783d5d1b0a3ccec275f3e08af88e8a9d50a704dc701f3faa6a0b90d0d78d
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_95.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_95.jpg,04952cf91cd43ca80286c8ac2ecfa03c3ba72d8d774e10ad6cb00e65ede727d6
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_96.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_96.jpg,394064b472a4fdb5933994a5b8e268d29be84c7071e4fdbff6ae9dd23ffdca42
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_97.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\normal\Normal_120.jpg,5226208c04ea3d42ae65482cd03df5ddd4b0e03d05613240b95e2e0bc7096e50
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_98.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_98.jpg,c099bd0361315515063d986921278cbf87b72f2dab6ccb978255f2f574a3cee0
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_99.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_99.jpg,db71e6e8e4d41bb77a586693c4d8d7f9415423e3c1df48a4dc57b83f2de54ff4
data\raw\dataset4\osteoporosis\osteoporosis\1.JPEG,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\1.JPEG,00d9c30091c39534203e74cc547282aeec7a66c0653ebc04ddfe310d09155bd7
data\raw\dataset4\osteoporosis\osteoporosis\10.JPEG,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\10.JPEG,bd61c59d7de435e8ad6431acbb07758f63c970b8a98fa36eb849921142834a5f
data\raw\dataset4\normal\normal\10.png,dataset4,normal,data\raw\dataset2\osteoporosis\normal\10.png,34168f134732fba127416ffc1e3733dcf5d9e089029a9f1b5d41af55c897dd6d
data\raw\dataset4\osteoporosis\osteoporosis\100.JPEG,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\100.JPEG,23fd1c95e9482fd1c9845bb11adedc5fb36776891113e63d30acda34611afbe9
data\raw\dataset4\normal\normal\101.jpg,dataset4,normal,data\raw\dataset2\osteoporosis\normal\101.jpg,51e0470cfb7bd050f81e265899ff181646c4b2f7058d7e0b0e1c4a66281701ad
data\raw\dataset4\osteoporosis\osteoporosis\102.png,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\102.png,8755684f3130db2c2829e956fa2eaead389ee1f8a2bb3b5ecc440ff93c4b6c92
data\raw\dataset4\osteoporosis\osteoporosis\103.JPEG,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\103.JPEG,152aef1cb333aa3d7714c502e28cb62ebe50e0d75731bc59fd67d4c910c660f3
data\raw\dataset4\normal\normal\104.jpg,dataset4,normal,data\raw\dataset2\osteoporosis\normal\104.jpg,a98f24a92c6f7e6abc3c03ecb587f17853b5587fadab115f13db1df0e87a3832
data\raw\dataset4\osteoporosis\osteoporosis\105.png,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\105.png,b306c2006db28be2f0d5eba7e7ae75f81a913bbbabfbff980b3644b96d8522fa
data\raw\dataset4\osteoporosis\osteoporosis\106.JPEG,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\106.JPEG,86f176929299306b07f5f0847c368e9dfb3f11b479adb089a6b6d019cace67e5
data\raw\dataset4\normal\normal\107.jpg,dataset4,normal,data\raw\dataset2\osteoporosis\normal\107.jpg,1add5cc1a3a500882549e1c10542cc2311aa1b5330d3296219e2674c164aaa3e
data\raw\dataset4\osteoporosis\osteoporosis\108.png,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\108.png,fc7ea2657946006225189067e73d6679a7a9b8d76e06373362756985dfabef25
data\raw\dataset4\osteoporosis\osteoporosis\109.JPEG,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\109.JPEG,386de784d225cae162aecce8a28310787b612882220cadab731c1dc908a363f7
data\raw\dataset4\normal\normal\11.jpg,dataset4,normal,data\raw\dataset2\osteoporosis\normal\11.jpg,accc2d1d034ed80e7f4f25e2ebbdaff1630e8127cc26823cb5fc3088a9d78a05
data\raw\dataset4\normal\normal\110.jpg,dataset4,normal,data\raw\dataset2\osteoporosis\normal\110.jpg,b5600c94e6e2238ba79185b587cb55107a793a5f8bfc18b9c36d4c3efa035996
data\raw\dataset4\osteoporosis\osteoporosis\111.png,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\111.png,f98e3003434331d311e378c7d79c4dacfdd452a8f5a2413a1f769be39d71348c
data\raw\dataset4\osteoporosis\osteoporosis\112.JPEG,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\112.JPEG,0edca9107f8a4d1c90f016046eb89211039fdbca92a073a594dc013e62b467b8
data\raw\dataset4\osteoporosis\osteoporosis\113.jpg,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\113.jpg,a0d8a16834eb129e7ed276d9ddc8120fb41d6ea3f71ce19bceab933a71f0e7a9
data\raw\dataset4\osteoporosis\osteoporosis\114.png,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\114.png,6658da35e01b79b7460e48da3ff673ee3ceec7cb822e79615477be4a0450c894
data\raw\dataset4\normal\normal\115n.JPEG,dataset4,normal,data\raw\dataset2\osteoporosis\normal\115n.JPEG,619810c2939eaac01df7c294f657158ed175786a7dd894b562eb1f2aa130f19b
data\raw\dataset4\osteoporosis\osteoporosis\116.jpg,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\116.jpg,56a5d9b061b6cb522e84e493c1433bd84a427d05c187b18be7bb2ee4666b388d
data\raw\dataset4\osteoporosis\osteoporosis\117.png,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\117.png,705e6b4078426b76769c14fbe97ff56dcf18eb3f38cf1654fbb5b3b037d13abb
data\raw\dataset4\normal\normal\118n.JPEG,dataset4,normal,data\raw\dataset2\osteoporosis\normal\118n.JPEG,f75c94748a34250fe6fb54362046d7d61345975638abf8eb2f35eba7f0d0ea87
data\raw\dataset4\osteoporosis\osteoporosis\119.jpg,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\119.jpg,1ad8049d3f51f62164c0d08e106cdea8dc26015d7413c41041cc134ab1024e9d
data\raw\dataset4\normal\normal\11nn.png,dataset4,normal,data\raw\dataset2\osteoporosis\normal\11nn.png,27cf63631a5d6b1a69e34952504dcf406ab2ea0ceb4fa7253303503eb80f0afd
data\raw\dataset4\normal\normal\12.png,dataset4,normal,data\raw\dataset2\osteoporosis\normal\12.png,3b15d6b049eadd2396a4c5db5a79a3ba0a0390ef6b8a9bc72ffee65480f1982c
data\raw\dataset4\osteoporosis\osteoporosis\12.png,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\12.png,770bf67a3ac51868095a3241194d999db7f5af084f9afa343231ef34ee70b91f
data\raw\dataset4\osteoporosis\osteoporosis\120.png,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\120.png,2e7d5f8a3b9e7373751d94c6e9566faba9e58e4038862b1402fc7f3fec03c4ec
data\raw\dataset4\osteoporosis\osteoporosis\121.JPEG,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\121.JPEG,eba0f8b2705397d180eae7fd73f37248a51c385c3e37adcf4bb5061187f8bdcb
data\raw\dataset4\osteoporosis\osteoporosis\122.jpg,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\122.jpg,8ac88b5bf578c5de1308f023626a9d1a2cf5c6e86df6950bbb51e1aaa2e07d30
data\raw\dataset4\normal\normal\123.png,dataset4,normal,data\raw\dataset2\osteoporosis\normal\123.png,66ae7f9e72cc9c1e5bf1511801d83e10b117ed5b1242d319412987e2e623528a
data\raw\dataset4\osteoporosis\osteoporosis\124.JPEG,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\124.JPEG,f2059f03465cb9938fbe62a146dcab6171aab95fbe1857124ccd967a27763015
data\raw\dataset4\normal\normal\125.jpg,dataset4,normal,data\raw\dataset2\osteoporosis\normal\125.jpg,a6404bca65ca07fa6941545565595b838f7381e76a668eafab87cb56e6ee1cc8
data\raw\dataset4\osteoporosis\osteoporosis\126.png,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\126.png,9d5d54fa6da306bd44c10e7d1f0c8a3668ea438ba4dc0d139721127de51603f7
data\raw\dataset4\osteoporosis\osteoporosis\127.JPEG,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\127.JPEG,8e5733b499ddfcc96782e46cf46c23872a512a82fe3e325382832978425c05f0
data\raw\dataset4\normal\normal\128.jpg,dataset4,normal,data\raw\dataset2\osteoporosis\normal\128.jpg,128f2ed3d7048ae89598e5d977d5a26fbbfa54a52496fe67a0537eb7d23afe5a
data\raw\dataset4\osteoporosis\osteoporosis\129.png,dataset4,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\129.png,b6292edb03a65337e64316c771d74116a36652f39074b3234b7c0bba9b015031
